season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2025,DET,REG,17,394,582,4567,35,8,39,-264,3,3,3732,2422,224,103.360016652643,1.54438918828964,0,185,101,66,8,442,2041,21,7,4,105,-24.5685521610376,1,44,32,14,7,394,550,4567,35,1,0,3732,2422,224,201.034703543213,0,185,100,65,8,1,626,10,468,67,360,15,48,328,102,13,132,93,0,0,1,0,3,-32,6,5,0,104,718,65,7,4,1,11,7,35,291,66,1756,27,34,5,2,59,0.794117647058824,0,6,8,9,4,0,0,0,0,1,3,1,30;27;34;45;48;58;28;58;41;22;28;48;54;37;59;31;38;47;46;24;48;36;48;34;30;25;42,55;67;54;43;53,45;52,1066,272,97,54,56,1,1,0.964285714285714,1,1,0,0,42,56,0,70,2611,28,2,4,2,26,22,173,0,2398
2025,GB,REG,17,328,489,3845,26,7,29,-228,3,2,4283,1665,180,118.79636839654,5.95016353156256,2,142,90,58,9,492,2037,18,9,4,124,-15.2508865787493,0,57,38,6,1,328,460,3845,26,3,0,4283,1665,180,184.501743269468,2,142,90,58,9,0,608,22,568,72,277,8,36,216,105,7,0,59,0,1,0,37,10,-10,7,29,0,105,818,72,11,8,3,19,6,26,146,60,1509,28,34,5,1,61,0.823529411764706,0,10,10,4,3,1,0,0,0,3,1,1,34;38;22;56;39;53;34;43;39;31;61;28;25;49;27;32;30;40;45;53;26;35;37;26;22;28;24;24,48;57;44;43;64,43,1001,256,43,39,42,2,1,0.928571428571429,0,0,0,0,,49,0,72,2533,18,5,3,8,12,21,222,0,2151
2025,HOU,REG,17,364,582,3956,24,9,31,-249,0,0,4765,1634,184,30.9409264087048,-1.55843234946025,1,148,78,48,11,475,1852,9,4,0,99,-44.9358243358469,0,43,29,8,1,364,553,3956,24,3,2,4765,1634,184,99.7485091257668,1,148,78,48,11,0,579,21,477,91,482,14,47,366,95,19,126,90,1,0,0,1,4,-15,10,64,4,118,989,59,5,3,1,8,3,34,360,54,1407,48,52,3,1,57,0.923076923076923,0,9,12,18,9,0,0,0,0,0,3,0,51;45;53;35;53;27;47;43;50;57;34;36;46;33;34;37;30;23;41;38;40;41;23;41;43;35;24;43;26;23;43;35;28;30;55;22;33;55;50;49;41;44;51;48;29;43;44;43,52;54;51,52,1895,157,52,30,30,0,0,1.0,1,1,0,0,35,72,0,73,3424,30,10,10,5,14,33,326,1,2998
2025,IND,REG,17,360,547,4085,25,14,29,-212,8,4,4380,1802,199,47.6694783683575,0.564346768946018,1,161,88,44,9,442,2007,27,5,1,122,33.9910184599012,1,48,35,10,4,360,530,4085,25,2,1,4380,1802,199,105.670937370423,1,161,88,44,9,0,682,18,498,85,355,10,39,247,98,14,107,79,1,1,0,0,10,-7,7,11,0,104,870,60,13,7,2,20,9,22,201,67,1927,34,36,2,0,60,0.944444444444444,0,8,12,7,6,1,0,0,0,0,2,0,24;35;28;48;29;33;36;28;45;24;36;52;38;45;36;43;52;53;34;44;32;23;42;28;36;42;54;60;39;51;33;50;39;22,51;53,,1314,104,0,42,45,3,0,0.933333333333333,1,1,0,0,45,44,0,59,2146,22,4,3,3,15,19,120,0,1966
2025,JAX,REG,17,344,563,4026,29,12,41,-247,3,2,4880,1646,196,41.3094875874302,-1.71262672276558,0,167,88,57,6,489,1956,22,4,3,124,-8.26518897447118,1,48,28,9,3,344,547,4026,29,3,1,4880,1646,196,110.375599698409,0,167,88,57,6,2,567,21,497,77,298,11,32,226,95,22,312,106,2,2,1,0,6,0,9,2,0,128,1080,64,9,5,2,14,6,26,356,58,1591,30,34,4,0,68,0.882352941176471,0,5,9,8,6,2,0,0,0,2,2,0,35;47;36;28;42;25;39;26;44;52;68;33;48;32;53;33;52;52;45;35;48;33;22;47;26;34;42;53;67;52,47;47;50;50,,1249,194,0,50,51,1,0,0.980392156862745,1,1,0,0,52,60,0,66,2878,22,13,5,6,9,27,178,0,2580
2025,KC,REG,17,363,584,3947,23,12,47,-308,5,1,4533,2110,189,24.8836556814291,-0.888184510944971,2,160,76,52,9,430,1812,15,5,2,122,8.4703501367557,0,44,23,3,0,363,549,3947,23,3,0,4533,2110,189,109.25092200331,2,160,76,52,9,0,608,18,510,74,234,8,33,155,103,10,64,60,0,2,0,0,13,11,4,1,0,119,951,70,12,5,1,17,3,32,259,66,1727,33,38,5,0,59,0.868421052631579,1,9,9,9,5,0,0,0,0,2,3,0,35;59;27;56;54;48;28;38;23;31;33;38;46;19;31;31;28;48;22;25;27;36;27;47;54;41;27;53;47;36;40;47;41,58;40;56;43;51,,1243,248,0,31,35,3,1,0.885714285714286,1,1,0,0,27,56,0,69,2664,25,5,8,3,16,24,291,0,2313
2025,LA,REG,17,388,598,4707,46,8,23,-150,2,2,5428,1850,236,150.454307482114,1.59162590215946,0,184,99,72,8,465,2152,17,5,3,126,-4.05472630870434,0,53,38,12,2,388,581,4707,46,2,2,5428,1850,236,198.649573665338,0,184,99,72,8,1,622,27,477,66,341,12,47,304,117,16,240,82,1,0,0,76,4,-30,9,33,0,75,573,67,6,5,0,11,7,28,259,59,1479,22,28,4,2,52,0.785714285714286,0,6,6,8,2,0,0,1,1,1,1,0,21;21;51;28;33;46;42;37;48;36;40;52;26;37;44;23;28;41;35;34;42;40,53;26;39;48,36;44,805,166,80,62,65,1,2,0.953846153846154,0,0,0,0,,50,0,68,2315,20,10,5,4,10,21,336,1,1899
2025,LAC,REG,17,367,569,3953,26,14,60,-345,4,2,4546,1762,185,-23.3520790581138,0.531136217143606,0,151,71,45,8,466,2067,10,5,1,117,-6.31261386605905,1,51,36,14,3,367,544,3953,26,6,2,4546,1762,185,84.8184639393683,0,151,71,45,8,0,596,18,432,90,347,10,45,256,91,19,127,84,0,1,1,0,8,-5,4,11,0,104,787,58,13,4,2,17,7,21,136,66,1633,38,41,3,0,59,0.926829268292683,0,7,14,12,5,0,0,0,1,1,1,0,39;36;38;20;32;24;43;43;55;35;31;29;35;33;43;43;34;45;27;52;32;59;42;41;46;56;45;34;31;46;54;49;23;49;37;27;27;30,49;55;32,,1465,136,0,34,35,1,0,0.971428571428571,2,2,0,0,43;33,60,0,60,2871,23,5,7,4,23,21,305,1,2486
2025,LV,REG,17,340,515,3315,20,19,64,-464,3,1,3208,1806,161,-107.572790168479,-1.01893837997305,1,128,59,37,3,369,1317,5,3,2,67,-96.8400249345412,0,31,20,5,2,340,494,3315,20,2,0,3208,1806,161,18.7455388409469,1,128,59,37,3,0,658,24,512,103,363,10,36,212,82,8,63,52,0,1,1,0,6,-4,8,3,0,108,901,67,7,5,2,12,4,29,173,68,1845,22,27,4,1,60,0.814814814814815,0,5,6,6,4,1,0,0,0,2,2,0,51;40;54;40;37;37;29;24;37;50;29;24;35;45;38;41;46;42;32;23;55;60,58;57;48;48,54,869,211,54,21,22,1,0,0.954545454545455,1,2,0,1,54;60,72,2,64,3409,24,18,4,4,13,33,400,2,2929
2025,MIA,REG,17,322,479,3322,23,18,38,-254,2,1,3362,1807,174,4.92983200270585,1.65540621136174,1,139,72,43,6,432,2044,14,11,2,104,-12.3810042148846,0,55,43,16,4,322,462,3322,23,3,2,3362,1807,174,66.5096333544285,1,138,72,43,6,1,629,26,526,74,302,11,39,242,79,9,102,53,0,0,0,10,12,-20,11,19,0,101,811,75,10,9,1,19,6,21,279,65,1716,27,29,2,0,54,0.931034482758621,0,5,8,11,3,0,0,0,1,0,1,0,40;44;47;36;43;47;27;33;26;34;36;49;43;46;46;39;29;39;25;48;33;43;53;54;29;31;52,57;35,,1072,92,0,34,35,1,0,0.971428571428571,1,1,0,0,29,63,0,64,3005,21,5,11,3,19,25,259,1,2686
2025,MIN,REG,17,298,484,3208,18,21,60,-374,6,3,3757,1531,157,-101.069561263737,-2.94564960158279,2,131,65,39,5,410,1841,15,8,2,102,-12.9854792501637,0,53,38,7,1,298,468,3208,18,2,1,3757,1531,157,26.3318302224604,2,131,65,39,5,0,619,23,583,107,463,18,49,327,98,8,154,55,1,2,0,41,12,-35,13,74,1,111,886,61,14,9,2,23,9,32,303,67,1741,33,35,2,0,62,0.942857142857143,0,6,9,7,10,1,0,0,0,0,2,0,31;59;33;51;35;62;41;28;59;34;28;35;29;54;50;20;49;43;31;52;59;45;29;53;43;31;30;52;56;42;43;25;37,51;53,,1369,104,0,31,31,0,0,1.0,0,0,0,0,,65,0,77,3184,25,7,6,3,22,27,231,0,2893
2025,NE,REG,17,361,502,4459,31,8,48,-201,7,3,4612,1794,206,162.606907569157,10.6809681103685,1,181,101,69,6,494,2191,22,6,4,128,-14.4542658624755,2,54,41,16,5,361,482,4459,31,2,1,4612,1794,206,246.593919337458,1,181,101,69,6,3,581,27,485,87,324,10,34,203,88,10,156,67,1,2,1,0,11,-34,9,22,1,99,854,54,15,5,1,20,8,21,363,57,1451,27,32,4,1,59,0.84375,2,6,8,7,4,0,0,0,0,4,0,0,35;44;22;53;30;19;52;24;36;36;32;42;32;44;26;41;45;19;52;22;30;28;23;36;45;41;59,40;45;45;41,38,968,171,38,53,55,2,0,0.963636363636364,1,1,0,0,52,51,0,73,2416,21,6,4,4,15,22,265,1,2071
2025,NO,REG,17,397,591,4027,19,12,49,-299,5,2,4787,1696,183,-24.032739877902,1.58608257243996,0,164,65,33,6,435,1603,9,6,4,101,-50.20769786958,1,34,23,5,0,397,565,4027,19,5,5,4787,1696,183,55.2731099013378,0,164,65,33,6,0,624,22,502,90,363,11,44,287,84,10,99,79,1,1,0,0,6,-2,10,141,2,118,920,65,14,4,0,18,12,24,219,66,1665,30,42,12,0,57,0.714285714285714,0,8,10,5,7,0,0,0,2,5,4,1,36;28;27;23;54;35;28;53;29;28;34;48;38;54;48;39;20;33;56;30;42;47;35;49;36;50;39;56;57;29,37;40;52;52;46;53;38;47;48;61;43;56,,1181,573,0,28,28,0,0,1.0,0,0,0,0,,56,2,61,2511,18,6,10,4,11,25,268,1,2163
2025,NYG,REG,17,323,526,3703,21,10,48,-229,5,2,4473,1767,160,6.61566049576745,-0.844298839332095,2,141,76,52,9,511,2195,22,5,2,141,14.640233598656,1,59,38,10,0,323,503,3703,21,3,2,4473,1767,160,82.4219107306796,2,141,76,52,9,1,627,24,476,90,377,9,38,258,96,9,226,77,0,0,0,0,5,-4,6,47,1,128,1075,67,11,3,2,14,7,26,223,70,1942,23,26,3,0,55,0.884615384615385,1,8,10,3,1,0,0,0,0,1,2,0,21;55;38;33;33;25;22;31;47;34;22;32;19;21;44;27;39;32;23;45;35;23;30,45;52;51,,731,148,0,36,41,4,1,0.878048780487805,0,0,0,0,,59,0,69,2627,17,6,4,4,18,27,368,2,2179
2025,NYJ,REG,17,298,494,2784,15,13,60,-399,5,3,3404,1334,136,-100.878100405603,-4.10491180116847,4,110,41,27,3,456,2096,11,6,5,115,-30.9205230855782,2,53,41,13,3,298,472,2784,15,1,0,3404,1334,136,7.01175038238602,4,111,41,26,3,4,610,20,554,77,294,9,26,175,58,0,0,66,0,0,1,50,7,-1,4,25,0,110,909,75,12,5,0,17,10,34,456,74,2210,28,29,1,0,58,0.96551724137931,0,5,9,7,7,0,0,0,0,0,1,0,35;51;51;38;42;58;50;25;48;52;41;38;34;47;46;25;24;26;37;42;32;56;31;41;51;29;36;39,55,,1125,55,0,22,22,0,0,1.0,1,1,0,0,56,71,0,72,3317,32,1,18,6,25,21,133,0,3064
2025,PHI,REG,17,318,497,3498,26,7,35,-195,3,1,4483,1365,166,31.8525051320201,3.03788691245276,0,130,73,42,9,478,1988,17,4,2,114,-10.7666917301891,1,55,39,9,3,318,464,3498,26,2,2,4483,1365,166,97.188299607916,0,130,73,42,9,2,640,20,482,71,304,12,42,250,105,12,127,90,1,3,0,96,6,-18,9,5,0,117,1073,59,11,5,2,16,8,22,239,59,1411,20,27,7,0,58,0.740740740740741,0,3,6,7,4,0,0,0,0,3,4,0,58;58;51;39;31;42;40;39;27;34;49;44;41;30;54;44;27;47;28;39,42;58;56;52;48;43;52,,822,351,0,41,42,1,0,0.976190476190476,0,0,0,0,,72,0,70,3591,20,12,7,8,12,33,350,0,3081
2025,PIT,REG,17,365,550,3632,26,9,31,-192,4,2,3280,2373,160,29.3345705007738,0.589642157043077,1,136,66,41,7,407,1756,16,3,0,109,3.60576968406799,0,44,30,11,3,365,522,3632,26,6,3,3280,2373,160,91.5100269532038,1,136,66,41,7,0,667,17,535,89,365,17,48,291,112,15,182,90,1,1,1,0,8,-10,12,28,2,101,803,73,15,2,3,17,6,28,247,63,1524,27,32,4,1,60,0.84375,0,6,2,10,8,1,0,0,1,1,2,0,56;60;48;48;45;33;44;50;48;41;56;50;48;56;25;46;59;25;30;23;28;59;23;44;40;57;25,54;45;37;54,30,1167,190,30,42,43,0,1,0.976744186046512,0,0,0,0,,62,0,67,2823,26,3,9,3,22,25,175,0,2588
2025,SEA,REG,17,325,481,4063,25,15,27,-186,7,5,3758,1794,179,68.3145778512805,4.95481647632934,2,165,86,57,12,507,2096,19,7,3,125,-36.8518708903115,1,55,37,18,1,325,455,4063,25,8,3,3758,1794,179,133.561611009972,2,165,86,57,12,4,638,26,522,88,374,9,47,322,122,18,252,96,1,2,0,8,10,-4,7,64,2,100,793,69,18,8,3,26,13,29,448,46,1287,41,48,6,1,57,0.854166666666667,0,5,14,13,9,0,0,1,1,2,1,1,48;37;54;56;46;37;44;31;52;24;53;26;47;41;46;32;34;57;30;22;29;47;30;36;33;56;54;40;22;48;37;47;52;46;32;30;56;48;30;45;31,36;53;44;61;47;26,53,1666,267,53,48,48,0,0,1.0,1,2,1,0,52;61,52,0,60,2548,20,6,7,3,17,19,295,1,2193
2025,SF,REG,17,398,574,4318,33,16,27,-161,6,4,4296,1806,237,107.0441627859,5.43417061458935,2,189,81,51,4,481,1817,15,2,0,119,-18.4824862162833,0,46,29,4,1,398,550,4318,33,3,2,4296,1806,237,161.231600283708,2,189,81,51,4,0,600,17,543,65,267,13,20,159,58,6,168,56,1,2,0,0,7,3,10,0,0,83,651,70,11,2,0,13,6,25,291,51,1385,33,36,2,1,59,0.916666666666667,0,7,9,11,6,0,0,1,0,0,0,1,32;44;46;38;51;35;26;23;37;20;59;41;52;54;42;29;55;43;54;33;48;47;47;47;29;25;31;33;37;40;25;38;48,27;64,36,1309,91,36,40,44,2,2,0.909090909090909,2,2,0,0,35;41,44,0,55,1919,22,1,4,1,16,22,281,1,1618
2025,TB,REG,17,351,558,3755,26,11,38,-255,10,3,4504,1975,174,-11.820976122393,-2.48304645146989,2,148,78,55,7,472,1947,13,3,1,115,0.837710691157721,0,48,34,9,1,351,541,3755,26,1,1,4504,1975,174,63.3586047332141,2,148,78,55,7,0,614,17,409,83,420,12,37,283,90,13,120,69,2,2,1,0,12,-11,10,0,0,95,737,65,12,6,1,18,5,26,291,61,1484,32,38,3,3,65,0.842105263157895,0,6,9,6,10,1,0,0,1,2,0,0,48;54;33;28;55;36;42;65;58;30;36;39;45;53;55;52;54;36;23;24;25;57;41;37;49;52;23;50;33;29;36;48,44;38;49,43;55;38,1346,131,136,32,33,1,0,0.96969696969697,2,2,0,0,36;39,63,2,62,2815,29,4,10,4,21,24,205,0,2530
2025,TEN,REG,17,340,570,3241,15,8,56,-417,9,7,4014,1627,156,-133.122141943834,-3.50543514936317,0,128,59,41,3,378,1589,9,4,2,85,-25.1128900796354,0,40,20,10,2,340,530,3241,15,1,1,4014,1627,156,12.2255229107041,0,128,59,41,3,2,615,30,456,83,365,7,42,302,98,6,76,63,1,1,1,7,6,-2,7,30,1,130,1011,58,13,4,0,17,11,24,399,65,1669,29,36,6,1,58,0.805555555555556,0,6,6,8,9,0,0,0,0,2,3,1,50;33;42;35;55;37;57;35;57;42;44;51;29;46;49;50;49;37;56;47;22;28;41;25;27;50;38;28;58,64;41;43;58;50;52,62,1218,308,62,27,28,1,0,0.964285714285714,1,1,0,0,29,78,0,65,3653,22,6,6,7,21,38,366,0,3147
